id,Data Quality,Usage
2831,Fair,Private
2832,Fair,Private
2833,Unknown,Private
2834,Fair,Private
2835,Fair,Public
2836,Fair,Public
2837,Fair,Private
2838,Fair,Public
2839,Fair,Private
2840,Unknown,Private
2841,Fair,Public
2842,Unknown,Public
2843,Unknown,Public
2844,Fair,Private
2845,Fair,Private
2846,Fair,Public
2847,Fair,Private
2848,Good,Private
2849,Unknown,Private
2850,Fair,Private
2851,Fair,Private
2852,Fair,Private
2853,Fair,Public
2854,Fair,Private
2855,Fair,Private
2856,Fair,Private
2857,Fair,Private
2858,Fair,Private
2859,Fair,Private
2860,Unknown,Public
2861,Fair,Private
2862,Fair,Public
2863,Unknown,Private
2864,Fair,Private
2865,Fair,Private
2866,Unknown,Private
2867,Unknown,Public
2868,Fair,Private
2869,Fair,Private
2870,Fair,Public
2871,Fair,Public
2872,Fair,Public
2873,Fair,Private
2874,Fair,Public
2875,Fair,Private
2876,Fair,Private
2877,Fair,Private
2878,Fair,Private
2879,Fair,Private
2880,Fair,Private
2881,Unknown,Public
2882,Unknown,Private
2883,Fair,Private
2884,Unknown,Private
2885,Fair,Public
2886,Fair,Private
2887,Good,Private
2888,Fair,Public
2889,Fair,Public
2890,Unknown,Private
2891,Good,Private
2892,Unknown,Public
2893,Unknown,Private
2894,Fair,Private
2895,Fair,Public
2896,Fair,Private
2897,Fair,Private
2898,Fair,Private
2899,Fair,Private
2900,Fair,Private
2901,Fair,Public
2902,Unknown,Private
2903,Fair,Private
2904,Fair,Private
2905,Fair,Private
2906,Unknown,Public
2907,Unknown,Private
2908,Fair,Private
2909,Unknown,Private
2910,Fair,Private
2911,Fair,Private
2912,Fair,Public
2913,Unknown,Public
2914,Fair,Private
2915,Unknown,Private
2916,Fair,Public
2917,Good,Public
2918,Fair,Private
2919,Fair,Private
2920,Fair,Private
2921,Unknown,Public
2922,Unknown,Public
2923,Fair,Private
2924,Fair,Private
2925,Unknown,Public
2926,Fair,Public
2927,Unknown,Public
2928,Fair,Public
2929,Unknown,Private
2930,Fair,Private
2931,Unknown,Private
2932,Unknown,Private
2933,Unknown,Private
2934,Good,Public
2935,Unknown,Private
2936,Fair,Public
2937,Fair,Private
2938,Unknown,Public
2939,Fair,Private
2940,Fair,Private
2941,Unknown,Private
2942,Fair,Private
2943,Fair,Public
2944,Fair,Public
2945,Fair,Private
2946,Fair,Private
2947,Fair,Private
2948,Fair,Private
2949,Unknown,Public
2950,Good,Public
2951,Fair,Private
2952,Fair,Public
2953,Unknown,Private
2954,Fair,Public
2955,Fair,Private
2956,Fair,Public
2957,Unknown,Public
2958,Unknown,Private
2959,Fair,Public
2960,Fair,Private
2961,Fair,Private
2962,Unknown,Private
2963,Unknown,Public
2964,Fair,Public
2965,Fair,Public
2966,Fair,Public
2967,Fair,Private
2968,Fair,Public
2969,Fair,Private
2970,Fair,Private
2971,Fair,Private
2972,Fair,Public
2973,Unknown,Public
2974,Fair,Private
2975,Fair,Private
2976,Fair,Public
2977,Fair,Private
2978,Fair,Public
2979,Fair,Public
2980,Fair,Private
2981,Fair,Private
2982,Fair,Public
2983,Fair,Public
2984,Fair,Private
2985,Fair,Public
2986,Fair,Private
2987,Fair,Private
2988,Fair,Public
2989,Fair,Public
2990,Fair,Private
2991,Fair,Public
2992,Fair,Private
2993,Unknown,Private
2994,Fair,Private
2995,Fair,Public
2996,Fair,Private
2997,Fair,Private
2998,Unknown,Private
2999,Fair,Public
3000,Unknown,Private
3001,Fair,Public
3002,Fair,Private
3003,Fair,Private
3004,Fair,Private
3005,Unknown,Public
3006,Fair,Public
3007,Unknown,Private
3008,Unknown,Private
3009,Fair,Private
3010,Fair,Private
3011,Fair,Private
3012,Fair,Private
3013,Unknown,Private
3014,Unknown,Private
3015,Unknown,Private
3016,Fair,Public
3017,Fair,Private
3018,Unknown,Private
3019,Unknown,Public
3020,Fair,Private
3021,Fair,Private
3022,Unknown,Private
3023,Unknown,Private
3024,Fair,Private
3025,Unknown,Private
3026,Fair,Public
3027,Unknown,Private
3028,Fair,Private
3029,Fair,Private
3030,Fair,Private
3031,Fair,Private
3032,Fair,Public
3033,Fair,Private
3034,Unknown,Private
3035,Unknown,Private
3036,Fair,Private
3037,Fair,Public
3038,Fair,Private
3039,Fair,Private
3040,Unknown,Private
3041,Good,Public
3042,Good,Private
3043,Fair,Private
3044,Fair,Public
3045,Unknown,Public
3046,Unknown,Private
3047,Unknown,Private
3048,Fair,Private
3049,Unknown,Private
3050,Fair,Private
3051,Fair,Private
3052,Fair,Private
3053,Fair,Private
3054,Unknown,Private
3055,Fair,Public
3056,Unknown,Private
3057,Fair,Private
3058,Unknown,Private
3059,Fair,Public
3060,Fair,Private
3061,Fair,Private
3062,Fair,Private
3063,Fair,Private
3064,Fair,Private
3065,Fair,Private
3066,Fair,Private
3067,Fair,Public
3068,Unknown,Private
3069,Fair,Private
3070,Unknown,Public
3071,Unknown,Private
3072,Unknown,Private
3073,Fair,Private
3074,Fair,Private
3075,Fair,Public
3076,Unknown,Public
3077,Unknown,Private
3078,Fair,Private
3079,Unknown,Public
3080,Fair,Public
3081,Unknown,Public
3082,Fair,Private
3083,Fair,Private
3084,Fair,Public
3085,Fair,Private
3086,Fair,Private
3087,Fair,Private
3088,Unknown,Private
3089,Fair,Private
3090,Fair,Private
3091,Fair,Public
3092,Unknown,Private
3093,Fair,Public
3094,Unknown,Private
3095,Fair,Private
3096,Fair,Public
3097,Fair,Private
3098,Unknown,Private
3099,Fair,Private
3100,Fair,Private
3101,Unknown,Public
3102,Fair,Public
3103,Unknown,Private
3104,Fair,Private
3105,Unknown,Private
3106,Fair,Public
3107,Fair,Private
3108,Unknown,Private
3109,Fair,Private
3110,Fair,Private
3111,Fair,Private
3112,Unknown,Public
3113,Fair,Private
3114,Unknown,Private
3115,Unknown,Public
3116,Fair,Public
3117,Fair,Private
3118,Unknown,Private
3119,Fair,Private
3120,Fair,Private
3121,Unknown,Private
3122,Fair,Private
3123,Fair,Private
3124,Unknown,Public
3125,Fair,Private
3126,Fair,Private
3127,Fair,Private
3128,Fair,Public
3129,Unknown,Public
3130,Fair,Public
3131,Fair,Public
3132,Fair,Public
3133,Fair,Private
3134,Fair,Private
3135,Fair,Private
3136,Fair,Public
3137,Fair,Public
3138,Fair,Private
3139,Unknown,Private
3140,Fair,Private
3141,Good,Public
3142,Fair,Private
3143,Fair,Private
3144,Unknown,Private
3145,Unknown,Private
3146,Fair,Public
3147,Unknown,Private
3148,Fair,Public
3149,Fair,Private
3150,Fair,Private
3151,Fair,Private
3152,Fair,Public
3153,Unknown,Private
3154,Fair,Private
3155,Fair,Private
3156,Fair,Public
3157,Fair,Private
3158,Fair,Public
3159,Fair,Private
3160,Unknown,Private
3161,Fair,Private
3162,Unknown,Private
3163,Unknown,Private
3164,Unknown,Private
3165,Fair,Private
3166,Fair,Public
3167,Unknown,Private
3168,Fair,Public
3169,Fair,Private
3170,Fair,Private
3171,Fair,Private
3172,Unknown,Private
3173,Fair,Private
3174,Fair,Private
3175,Unknown,Private
3176,Unknown,Private
3177,Fair,Public
3178,Unknown,Public
3179,Fair,Private
3180,Fair,Private
3181,Fair,Private
3182,Unknown,Private
3183,Fair,Private
3184,Unknown,Private
3185,Unknown,Private
3186,Fair,Private
3187,Unknown,Private
3188,Fair,Public
3189,Unknown,Public
3190,Fair,Private
3191,Good,Public
3192,Fair,Public
3193,Fair,Private
3194,Fair,Private
3195,Fair,Private
3196,Fair,Public
3197,Fair,Public
3198,Unknown,Private
3199,Good,Private
3200,Unknown,Private
3201,Fair,Private
3202,Fair,Private
3203,Fair,Public
3204,Unknown,Private
3205,Fair,Public
3206,Fair,Public
3207,Fair,Public
3208,Fair,Private
3209,Fair,Private
3210,Unknown,Private
3211,Unknown,Private
3212,Unknown,Private
3213,Fair,Private
3214,Fair,Private
3215,Fair,Private
3216,Fair,Private
3217,Fair,Private
3218,Fair,Public
3219,Fair,Public
3220,Fair,Private
3221,Unknown,Private
3222,Fair,Private
3223,Fair,Private
3224,Fair,Private
3225,Unknown,Public
3226,Unknown,Private
3227,Unknown,Private
3228,Fair,Private
3229,Unknown,Private
3230,Fair,Private
3231,Fair,Private
3232,Fair,Private
3233,Fair,Private
3234,Unknown,Private
3235,Fair,Private
3236,Fair,Private
3237,Fair,Public
3238,Fair,Private
3239,Fair,Private
3240,Unknown,Private
3241,Fair,Private
3242,Fair,Private
3243,Unknown,Private
3244,Fair,Public
3245,Fair,Private
3246,Unknown,Private
3247,Unknown,Private
3248,Fair,Public
3249,Unknown,Private
3250,Fair,Private
3251,Fair,Private
3252,Unknown,Private
3253,Fair,Private
3254,Unknown,Private
3255,Fair,Private
3256,Unknown,Private
3257,Fair,Private
3258,Unknown,Private
3259,Good,Public
3260,Fair,Private
3261,Fair,Private
3262,Unknown,Private
3263,Unknown,Private
3264,Fair,Public
3265,Unknown,Private
3266,Fair,Private
3267,Unknown,Private
3268,Unknown,Private
3269,Unknown,Private
3270,Fair,Private
3271,Fair,Private
3272,Unknown,Public
3273,Fair,Private
3274,Fair,Public
3275,Fair,Public
3276,Unknown,Public
3277,Fair,Private
3278,Fair,Private
3279,Fair,Public
3280,Fair,Private
3281,Fair,Private
3282,Fair,Public
3283,Fair,Public
3284,Unknown,Private
3285,Unknown,Private
3286,Good,Private
3287,Fair,Public
3288,Fair,Public
3289,Unknown,Private
3290,Fair,Private
3291,Fair,Public
3292,Fair,Private
3293,Fair,Private
3294,Fair,Public
3295,Fair,Private
3296,Fair,Private
3297,Unknown,Private
3298,Fair,Private
3299,Fair,Public
3300,Unknown,Private
3301,Unknown,Public
3302,Fair,Private
3303,Fair,Private
3304,Unknown,Private
3305,Unknown,Private
3306,Unknown,Private
3307,Unknown,Private
3308,Fair,Private
3309,Fair,Private
3310,Unknown,Public
3311,Fair,Private
3312,Fair,Public
3313,Fair,Private
3314,Fair,Private
3315,Fair,Private
3316,Unknown,Private
3317,Fair,Private
3318,Fair,Public
3319,Unknown,Public
3320,Unknown,Private
3321,Fair,Private
3322,Unknown,Public
3323,Fair,Private
3324,Unknown,Public
3325,Fair,Public
3326,Fair,Public
3327,Fair,Private
3328,Fair,Private
3329,Fair,Private
3330,Fair,Private
3331,Fair,Public
3332,Good,Private
3333,Unknown,Private
3334,Fair,Public
3335,Unknown,Public
3336,Fair,Public
3337,Fair,Public
3338,Fair,Private
3339,Unknown,Private
3340,Fair,Public
3341,Fair,Private
3342,Fair,Private
3343,Fair,Private
3344,Fair,Private
3345,Unknown,Public
3346,Fair,Private
3347,Fair,Private
3348,Fair,Private
3349,Fair,Private
3350,Fair,Private
3351,Unknown,Private
3352,Fair,Public
3353,Fair,Private
3354,Fair,Private
3355,Fair,Private
3356,Fair,Private
3357,Fair,Private
3358,Fair,Public
3359,Fair,Private
3360,Fair,Public
3361,Fair,Private
3362,Fair,Private
3363,Unknown,Private
3364,Fair,Public
3365,Fair,Private
3366,Fair,Private
3367,Fair,Private
3368,Fair,Private
3369,Unknown,Private
3370,Unknown,Private
3371,Fair,Private
3372,Unknown,Private
3373,Fair,Private
3374,Fair,Public
3375,Fair,Public
3376,Fair,Public
3377,Unknown,Private
3378,Fair,Private
3379,Fair,Private
3380,Fair,Private
3381,Fair,Private
3382,Fair,Private
3383,Fair,Private
3384,Unknown,Private
3385,Fair,Public
3386,Fair,Private
3387,Fair,Private
3388,Fair,Private
3389,Fair,Private
3390,Fair,Private
3391,Unknown,Public
3392,Fair,Public
3393,Fair,Private
3394,Fair,Public
3395,Fair,Public
3396,Fair,Public
3397,Unknown,Public
3398,Fair,Private
3399,Fair,Private
3400,Fair,Private
3401,Unknown,Private
3402,Fair,Public
3403,Fair,Private
3404,Fair,Public
3405,Fair,Public
3406,Unknown,Public
3407,Fair,Public
3408,Fair,Private
3409,Fair,Private
3410,Unknown,Private
3411,Fair,Private
3412,Fair,Private
3413,Fair,Private
3414,Unknown,Public
3415,Fair,Private
3416,Fair,Private
3417,Fair,Private
3418,Fair,Private
3419,Fair,Private
3420,Unknown,Public
3421,Fair,Private
3422,Fair,Public
3423,Fair,Private
3424,Fair,Public
3425,Fair,Private
3426,Fair,Private
3427,Fair,Private
3428,Unknown,Public
3429,Fair,Private
3430,Fair,Private
3431,Unknown,Public
3432,Unknown,Public
3433,Fair,Private
3434,Fair,Public
3435,Fair,Private
3436,Fair,Private
3437,Fair,Private
3438,Fair,Public
3439,Fair,Public
3440,Fair,Private
3441,Unknown,Private
3442,Fair,Private
3443,Fair,Public
3444,Fair,Public
3445,Fair,Private
3446,Fair,Public
3447,Unknown,Public
3448,Unknown,Private
3449,Fair,Private
3450,Fair,Private
3451,Fair,Private
3452,Fair,Private
3453,Fair,Private
3454,Fair,Public
3455,Fair,Private
3456,Unknown,Private
3457,Fair,Private
3458,Fair,Private
3459,Fair,Private
3460,Unknown,Private
3461,Fair,Private
3462,Fair,Private
3463,Fair,Private
3464,Unknown,Private
3465,Fair,Public
3466,Unknown,Private
3467,Fair,Private
3468,Fair,Public
3469,Unknown,Private
3470,Fair,Private
3471,Unknown,Public
3472,Fair,Private
3473,Fair,Private
3474,Unknown,Public
3475,Fair,Public
3476,Fair,Public
3477,Fair,Private
3478,Unknown,Private
3479,Fair,Private
3480,Unknown,Private
3481,Unknown,Private
3482,Fair,Private
3483,Unknown,Public
3484,Fair,Private
3485,Fair,Private
3486,Unknown,Private
3487,Unknown,Private
3488,Fair,Private
3489,Fair,Private
3490,Unknown,Private
3491,Unknown,Private
3492,Fair,Public
3493,Fair,Public
3494,Fair,Private
3495,Unknown,Private
3496,Fair,Public
3497,Unknown,Public
3498,Fair,Private
3499,Fair,Public
3500,Fair,Private
3501,Unknown,Public
3502,Fair,Public
3503,Fair,Private
3504,Unknown,Public
3505,Unknown,Private
3506,Unknown,Public
3507,Fair,Private
3508,Fair,Public
3509,Fair,Private
3510,Fair,Private
3511,Fair,Private
3512,Unknown,Public
3513,Fair,Public
3514,Fair,Public
3515,Unknown,Public
3516,Fair,Private
3517,Fair,Private
3518,Fair,Private
3519,Fair,Private
3520,Fair,Private
3521,Fair,Private
3522,Unknown,Private
3523,Fair,Private
3524,Fair,Private
3525,Fair,Private
3526,Unknown,Public
3527,Fair,Public
3528,Fair,Public
3529,Fair,Private
3530,Good,Private
3531,Unknown,Public
3532,Good,Private
3533,Unknown,Private
3534,Unknown,Private
3535,Fair,Private
3536,Fair,Private
3537,Fair,Private
3538,Unknown,Private
3539,Fair,Private
3540,Fair,Private
3541,Fair,Public
3542,Fair,Private
3543,Fair,Private
3544,Fair,Public
3545,Fair,Private
3546,Fair,Private
3547,Unknown,Private
3548,Fair,Private
3549,Unknown,Private
3550,Unknown,Public
3551,Fair,Private
3552,Unknown,Private
3553,Fair,Private
3554,Fair,Private
3555,Unknown,Private
3556,Fair,Private
3557,Fair,Private
3558,Fair,Private
3559,Fair,Private
3560,Fair,Private
3561,Unknown,Public
3562,Fair,Private
3563,Fair,Private
3564,Fair,Private
3565,Fair,Public
3566,Fair,Private
3567,Fair,Private
3568,Fair,Public
3569,Fair,Public
3570,Good,Private
3571,Fair,Private
3572,Fair,Public
3573,Fair,Public
3574,Fair,Public
3575,Fair,Private
3576,Fair,Private
3577,Fair,Private
3578,Fair,Public
3579,Unknown,Private
3580,Fair,Private
3581,Fair,Public
3582,Fair,Private
3583,Fair,Public
3584,Unknown,Private
3585,Unknown,Private
3586,Fair,Private
3587,Unknown,Public
3588,Unknown,Private
3589,Fair,Private
3590,Unknown,Public
3591,Unknown,Private
3592,Fair,Private
3593,Fair,Private
3594,Fair,Private
3595,Fair,Private
3596,Unknown,Private
3597,Fair,Private
3598,Unknown,Private
3599,Unknown,Private
3600,Unknown,Private
3601,Fair,Private
3602,Fair,Private
3603,Fair,Private
3604,Unknown,Private
3605,Fair,Private
3606,Fair,Public
3607,Fair,Private
3608,Fair,Public
3609,Fair,Public
3610,Unknown,Private
3611,Unknown,Private
3612,Unknown,Private
3613,Unknown,Public
3614,Unknown,Private
3615,Unknown,Private
3616,Fair,Private
3617,Fair,Public
3618,Fair,Public
3619,Fair,Private
3620,Fair,Private
3621,Fair,Private
3622,Unknown,Private
3623,Fair,Public
3624,Unknown,Private
3625,Fair,Private
3626,Unknown,Private
3627,Fair,Public
3628,Fair,Public
3629,Fair,Private
3630,Fair,Public
3631,Fair,Private
3632,Fair,Private
3633,Fair,Private
3634,Fair,Private
3635,Fair,Private
3636,Fair,Public
3637,Unknown,Private
3638,Fair,Private
3639,Fair,Private
3640,Fair,Private
3641,Fair,Public
3642,Fair,Private
3643,Fair,Private
3644,Fair,Public
3645,Unknown,Private
3646,Fair,Private
3647,Fair,Private
3648,Fair,Private
3649,Unknown,Public
3650,Unknown,Public
3651,Fair,Private
3652,Unknown,Public
3653,Fair,Private
3654,Unknown,Private
3655,Fair,Private
3656,Fair,Private
3657,Fair,Private
3658,Fair,Private
3659,Fair,Public
3660,Fair,Private
3661,Unknown,Private
3662,Fair,Private
3663,Fair,Private
3664,Fair,Private
3665,Fair,Private
3666,Fair,Public
3667,Fair,Private
3668,Unknown,Private
3669,Fair,Private
3670,Unknown,Private
3671,Fair,Private
3672,Good,Public
3673,Good,Private
3674,Fair,Private
3675,Unknown,Private
3676,Unknown,Private
3677,Fair,Private
3678,Unknown,Public
3679,Fair,Private
3680,Fair,Public
3681,Fair,Private
3682,Fair,Public
3683,Unknown,Private
3684,Fair,Private
3685,Fair,Private
3686,Unknown,Public
3687,Unknown,Private
3688,Unknown,Private
3689,Fair,Private
3690,Fair,Public
3691,Fair,Private
3692,Fair,Public
3693,Fair,Private
3694,Fair,Private
3695,Fair,Private
3696,Fair,Public
3697,Fair,Private
3698,Fair,Public
3699,Unknown,Private
3700,Fair,Private
3701,Fair,Private
3702,Fair,Private
3703,Fair,Public
3704,Fair,Public
3705,Unknown,Public
3706,Unknown,Public
3707,Fair,Private
3708,Unknown,Private
3709,Fair,Public
3710,Fair,Private
3711,Fair,Public
3712,Fair,Public
3713,Fair,Private
3714,Fair,Public
3715,Unknown,Private
3716,Fair,Private
3717,Unknown,Private
3718,Unknown,Private
3719,Fair,Private
3720,Fair,Private
3721,Fair,Public
3722,Fair,Public
3723,Fair,Private
3724,Fair,Private
3725,Unknown,Public
3726,Fair,Private
3727,Fair,Private
3728,Unknown,Private
3729,Fair,Private
3730,Unknown,Private
3731,Fair,Public
3732,Fair,Private
3733,Unknown,Private
3734,Unknown,Private
3735,Unknown,Private
3736,Fair,Private
3737,Fair,Public
3738,Unknown,Public
3739,Unknown,Private
3740,Fair,Public
3741,Fair,Public
3742,Fair,Public
3743,Fair,Private
3744,Unknown,Private
3745,Fair,Private
3746,Fair,Private
3747,Fair,Private
3748,Fair,Private
3749,Fair,Public
3750,Unknown,Public
3751,Fair,Public
3752,Fair,Private
3753,Fair,Private
3754,Fair,Private
3755,Fair,Private
3756,Fair,Private
3757,Fair,Private
3758,Fair,Private
3759,Fair,Public
3760,Fair,Private
3761,Unknown,Public
3762,Fair,Private
3763,Fair,Private
3764,Fair,Private
3765,Fair,Private
3766,Unknown,Private
3767,Fair,Private
3768,Fair,Private
3769,Fair,Private
3770,Fair,Private
3771,Fair,Public
3772,Fair,Private
3773,Fair,Public
3774,Fair,Private
3775,Fair,Public
3776,Fair,Public
3777,Fair,Private
3778,Unknown,Private
3779,Fair,Public
3780,Unknown,Private
3781,Unknown,Private
3782,Fair,Private
3783,Fair,Public
3784,Fair,Public
3785,Fair,Private
3786,Fair,Private
3787,Unknown,Private
3788,Unknown,Private
3789,Fair,Public
3790,Unknown,Private
3791,Fair,Private
3792,Fair,Private
3793,Good,Public
3794,Fair,Private
3795,Fair,Private
3796,Unknown,Private
3797,Unknown,Private
3798,Unknown,Private
3799,Fair,Private
3800,Fair,Private
3801,Fair,Public
3802,Fair,Public
3803,Fair,Public
3804,Fair,Private
3805,Fair,Public
3806,Unknown,Private
3807,Fair,Private
3808,Unknown,Private
3809,Fair,Private
3810,Fair,Private
3811,Fair,Private
3812,Unknown,Private
3813,Fair,Private
3814,Fair,Private
3815,Unknown,Private
3816,Fair,Private
3817,Fair,Public
3818,Unknown,Public
3819,Fair,Private
3820,Unknown,Private
3821,Fair,Private
3822,Fair,Public
3823,Unknown,Private
3824,Fair,Private
3825,Fair,Private
3826,Fair,Private
3827,Unknown,Private
3828,Fair,Public
3829,Fair,Private
3830,Fair,Private
3831,Fair,Public
3832,Fair,Public
3833,Unknown,Private
3834,Fair,Private
3835,Unknown,Private
3836,Fair,Public
3837,Fair,Private
3838,Fair,Public
3839,Fair,Private
3840,Unknown,Private
3841,Unknown,Private
3842,Fair,Private
3843,Unknown,Private
3844,Fair,Private
3845,Fair,Private
3846,Unknown,Public
3847,Fair,Private
3848,Unknown,Public
3849,Fair,Private
3850,Unknown,Private
3851,Unknown,Private
3852,Fair,Private
3853,Fair,Public
3854,Fair,Private
3855,Fair,Private
3856,Fair,Private
3857,Fair,Private
3858,Fair,Private
3859,Fair,Public
3860,Fair,Public
3861,Fair,Private
3862,Good,Private
3863,Fair,Public
3864,Fair,Private
3865,Fair,Public
3866,Fair,Private
3867,Fair,Private
3868,Unknown,Private
3869,Fair,Private
3870,Unknown,Private
3871,Fair,Private
3872,Unknown,Private
3873,Fair,Public
3874,Fair,Private
3875,Unknown,Private
3876,Fair,Private
3877,Unknown,Public
3878,Unknown,Private
3879,Unknown,Private
3880,Fair,Private
3881,Fair,Public
3882,Unknown,Public
3883,Fair,Private
3884,Fair,Public
3885,Unknown,Public
3886,Fair,Public
3887,Good,Private
3888,Unknown,Private
3889,Fair,Private
3890,Fair,Public
3891,Fair,Private
3892,Fair,Private
3893,Fair,Private
3894,Unknown,Public
3895,Fair,Public
3896,Fair,Private
3897,Fair,Public
3898,Fair,Private
3899,Fair,Public
3900,Fair,Private
3901,Fair,Private
3902,Fair,Public
3903,Fair,Private
3904,Unknown,Public
3905,Fair,Private
3906,Unknown,Private
3907,Fair,Private
3908,Unknown,Private
3909,Fair,Private
3910,Unknown,Private
3911,Unknown,Private
3912,Fair,Private
3913,Fair,Public
3914,Fair,Public
3915,Fair,Private
3916,Fair,Public
3917,Fair,Private
3918,Unknown,Private
3919,Good,Public
3920,Fair,Public
3921,Unknown,Private
3922,Unknown,Public
3923,Fair,Private
3924,Fair,Public
3925,Fair,Private
3926,Unknown,Private
3927,Fair,Private
3928,Unknown,Private
3929,Fair,Private
3930,Unknown,Public
3931,Fair,Private
3932,Fair,Private
3933,Fair,Private
3934,Fair,Private
3935,Fair,Private
3936,Unknown,Private
3937,Fair,Private
3938,Fair,Private
3939,Fair,Private
3940,Fair,Public
3941,Fair,Public
3942,Fair,Private
3943,Unknown,Private
3944,Fair,Private
3945,Fair,Private
3946,Fair,Private
3947,Fair,Private
3948,Fair,Private
3949,Fair,Private
3950,Fair,Private
3951,Unknown,Public
3952,Fair,Public
3953,Fair,Private
3954,Fair,Private
3955,Fair,Public
3956,Fair,Public
3957,Unknown,Private
3958,Unknown,Private
3959,Fair,Private
3960,Fair,Private
3961,Fair,Private
3962,Fair,Private
3963,Fair,Private
3964,Fair,Private
3965,Fair,Public
3966,Unknown,Private
3967,Fair,Private
3968,Unknown,Private
3969,Fair,Private
3970,Fair,Public
3971,Unknown,Private
3972,Fair,Private
3973,Fair,Public
3974,Fair,Private
3975,Fair,Public
3976,Fair,Private
3977,Fair,Private
3978,Unknown,Private
3979,Unknown,Private
3980,Fair,Public
3981,Fair,Public
3982,Fair,Private
3983,Fair,Private
3984,Fair,Public
3985,Fair,Public
3986,Fair,Private
3987,Fair,Private
3988,Fair,Private
3989,Good,Public
3990,Fair,Private
3991,Fair,Private
3992,Fair,Public
3993,Fair,Private
3994,Fair,Private
3995,Unknown,Private
3996,Fair,Private
3997,Fair,Private
3998,Fair,Private
3999,Fair,Private
4000,Fair,Private
4001,Unknown,Public
4002,Fair,Public
4003,Unknown,Private
4004,Fair,Private
4005,Fair,Private
4006,Unknown,Private
4007,Fair,Private
4008,Fair,Private
4009,Unknown,Private
4010,Unknown,Private
4011,Unknown,Private
4012,Fair,Private
4013,Fair,Private
4014,Fair,Private
4015,Fair,Private
4016,Fair,Public
4017,Fair,Public
4018,Unknown,Private
4019,Fair,Private
4020,Fair,Private
4021,Fair,Private
4022,Unknown,Private
4023,Unknown,Public
4024,Fair,Private
4025,Fair,Public
4026,Fair,Private
4027,Fair,Private
4028,Good,Public
4029,Fair,Private
4030,Fair,Private
4031,Unknown,Private
4032,Unknown,Private
4033,Fair,Public
4034,Fair,Private
4035,Fair,Public
4036,Fair,Public
4037,Good,Public
4038,Unknown,Private
4039,Unknown,Private
4040,Unknown,Public
4041,Fair,Private
4042,Fair,Private
4043,Unknown,Private
4044,Fair,Private
4045,Fair,Private
4046,Fair,Private
4047,Fair,Private
4048,Fair,Public
4049,Fair,Private
4050,Fair,Public
4051,Unknown,Private
4052,Fair,Public
4053,Fair,Private
4054,Fair,Public
4055,Fair,Private
4056,Fair,Public
4057,Fair,Private
4058,Unknown,Public
4059,Fair,Public
4060,Fair,Private
4061,Fair,Private
4062,Unknown,Public
4063,Fair,Private
4064,Fair,Public
4065,Unknown,Private
4066,Fair,Private
4067,Fair,Public
4068,Unknown,Private
4069,Fair,Public
4070,Fair,Private
4071,Fair,Private
4072,Unknown,Private
4073,Fair,Private
4074,Fair,Private
4075,Fair,Private
4076,Fair,Private
4077,Unknown,Private
4078,Fair,Public
4079,Unknown,Private
4080,Fair,Private
4081,Unknown,Private
4082,Unknown,Private
4083,Fair,Public
4084,Fair,Private
4085,Fair,Private
4086,Fair,Private
4087,Fair,Private
4088,Fair,Public
4089,Fair,Private
4090,Good,Public
4091,Fair,Private
4092,Fair,Private
4093,Good,Public
4094,Fair,Private
4095,Fair,Private
4096,Fair,Private
4097,Fair,Private
4098,Fair,Private
4099,Unknown,Private
4100,Unknown,Private
4101,Fair,Private
4102,Fair,Private
4103,Fair,Private
4104,Unknown,Private
4105,Unknown,Private
4106,Fair,Public
4107,Unknown,Private
4108,Unknown,Public
4109,Fair,Private
4110,Unknown,Private
4111,Unknown,Private
4112,Fair,Private
4113,Fair,Private
4114,Unknown,Private
4115,Unknown,Private
4116,Unknown,Public
4117,Fair,Private
4118,Unknown,Private
4119,Fair,Public
4120,Fair,Private
4121,Fair,Private
4122,Unknown,Private
4123,Fair,Public
4124,Fair,Public
4125,Unknown,Private
4126,Fair,Private
4127,Fair,Public
4128,Fair,Private
4129,Fair,Private
4130,Fair,Private
4131,Fair,Private
4132,Fair,Private
4133,Good,Private
4134,Unknown,Private
4135,Fair,Private
4136,Fair,Public
4137,Fair,Private
4138,Fair,Private
4139,Fair,Private
4140,Fair,Private
4141,Unknown,Private
4142,Fair,Private
4143,Good,Public
4144,Fair,Public
4145,Fair,Private
4146,Fair,Private
4147,Unknown,Private
4148,Unknown,Public
4149,Fair,Public
4150,Fair,Private
4151,Fair,Private
4152,Fair,Public
4153,Fair,Private
4154,Unknown,Private
4155,Unknown,Private
4156,Unknown,Private
4157,Pending review,Public
4158,Fair,Public
4159,Fair,Private
4160,Unknown,Private
4161,Fair,Private
4162,Fair,Private
4163,Unknown,Private
4164,Fair,Private
4165,Fair,Private
4166,Unknown,Private
4167,Fair,Private
4168,Unknown,Private
4169,Fair,Private
4170,Unknown,Private
4171,Fair,Public
4172,Unknown,Private
4173,Fair,Private
4174,Fair,Public
4175,Fair,Public
4176,Fair,Private
4177,Fair,Public
4178,Fair,Private
4179,Fair,Private
4180,Fair,Private
4181,Fair,Private
4182,Fair,Private
4183,Unknown,Private
4184,Unknown,Private
4185,Fair,Private
4186,Fair,Private
4187,Unknown,Private
4188,Fair,Private
4189,Fair,Public
4190,Fair,Public
4191,Fair,Public
4192,Unknown,Private
4193,Fair,Public
