paper,referenced_paper,is_referenced
p3696,p3893,0
p4186,p3514,0
p0678,p1566,0
p2580,p3842,0
p3304,p3533,0
p0725,p3161,0
p2645,p3576,0
p1146,p4197,0
p3418,p2872,0
p4181,p1004,0
p1789,p1922,0
p3278,p3274,0
p1375,p0250,0
p0282,p1384,0
p1206,p1150,0
p2488,p1939,0
p1576,p0308,0
p2865,p3566,0
p2695,p1197,0
p2494,p1370,0
p2587,p3517,0
p1339,p1082,0
p2219,p0107,0
p1272,p1158,0
p2505,p1751,0
p2929,p2199,0
p1111,p1718,0
p4186,p2301,0
p0020,p1379,0
p0389,p0885,0
p1839,p2721,0
p3505,p2386,0
p3609,p1964,0
p3494,p3679,0
p0809,p1523,1
p2483,p3763,0
p0784,p2079,0
p1241,p3040,0
p1073,p0713,0
p0594,p2200,0
p1621,p3540,0
p4157,p1309,0
p0952,p0095,0
p1627,p2585,0
p3339,p1811,0
p2695,p1849,0
p2078,p0653,0
p0521,p0935,0
p0581,p4227,0
p4322,p2978,0
p0231,p3738,0
p3467,p2848,0
p3304,p3717,0
p0649,p0862,0
p3256,p0759,0
p0077,p4131,0
p3260,p0252,0
p4093,p0252,0
p2505,p0463,0
p1217,p1077,0
p0617,p2908,1
p3260,p3745,0
p3442,p4291,0
p1272,p3242,0
p2500,p0819,0
p2276,p1901,0
p1469,p3160,0
p0838,p0138,0
p3478,p3899,0
p3742,p1900,0
p3707,p1076,0
p0843,p3811,0
p2501,p0821,0
p0348,p3999,0
p2409,p4323,0
p2456,p2772,0
p0271,p1951,0
p1199,p0483,0
p3064,p3457,0
p1744,p1594,0
p2542,p2985,0
p0675,p3252,0
p2334,p2432,0
p0678,p2866,0
p3120,p2663,0
p2436,p3273,0
p3817,p0458,0
p0647,p2232,0
p1531,p0870,0
p2191,p3029,0
p1050,p4273,0
p1677,p0021,0
p0085,p1147,0
p1789,p2119,0
p1549,p2285,0
p0181,p1024,0
p1828,p3294,0
p0231,p1747,0
p3603,p0799,0
p3021,p0450,0
p1689,p0441,0
p1339,p2014,0
p1288,p0317,0
p2362,p0966,0
p3636,p2191,0
p4266,p0997,0
p3277,p1402,0
p4186,p0209,0
p3463,p0922,0
p0944,p1629,0
p2645,p1937,0
p0657,p3457,0
p2128,p1889,0
p3939,p0792,0
p4161,p3995,0
p3609,p1459,0
p1741,p0516,0
p1750,p3509,0
p0961,p2098,0
p2173,p3934,0
p2380,p0853,0
p3764,p2023,0
p1058,p1850,0
p2191,p2064,0
p3463,p1762,0
p1262,p1856,0
p1786,p3671,0
p1241,p2157,0
p3021,p0219,0
p2501,p2928,0
p0571,p3824,0
p1159,p4101,0
p2362,p3298,0
p3894,p0250,0
p2591,p0703,0
p2475,p4170,0
p0453,p0923,0
p3278,p2881,0
p1121,p3768,0
p0628,p3750,0
p0776,p2402,0
p2902,p1594,0
p3941,p3324,0
p1836,p2366,0
p1952,p2296,0
p2588,p1002,0
p0597,p2203,0
p0688,p2067,0
p0612,p3544,0
p2784,p1818,0
p0616,p4110,0
p0826,p2043,0
p2785,p3538,0
p0485,p2797,0
p3293,p3779,0
p2340,p1462,0
p1606,p1684,0
p1579,p1387,0
p3021,p0385,0
p1029,p2282,0
p0675,p0519,0
p3590,p1509,0
p4029,p3357,0
p3080,p1409,0
p0990,p0547,0
p3096,p1005,0
p4041,p0344,0
p2915,p2511,0
p1451,p1858,0
p0597,p2155,0
p3375,p0000,0
p3004,p2813,0
p1487,p0702,0
p0392,p3802,0
p1110,p3626,0
p4338,p2188,0
p3649,p0703,0
p4232,p1991,0
p0159,p1047,0
p3636,p3462,0
p3969,p3931,0
p2246,p2584,0
p2975,p3595,0
p0127,p4277,0
p1399,p1793,0
p2219,p4065,0
p2268,p0211,0
p3494,p0584,0
p2022,p2605,0
p1303,p4325,0
p2087,p3751,0
p1948,p0227,0
p2311,p4272,0
p3707,p3443,0
p0348,p2497,0
p3349,p3281,0
p1874,p1338,0
p4216,p1779,0
p2568,p4183,0
p1126,p2208,0
p2086,p0248,0
p0843,p3595,0
p3215,p3949,0
p2361,p0105,0
p0878,p2435,0
p3719,p0886,0
p3096,p1477,0
p0345,p4247,0
p3527,p4291,0
p0648,p0117,0
p3772,p0262,0
p2464,p3423,0
p1960,p3880,0
p2362,p0134,0
p4013,p0298,0
p3940,p3519,0
p2339,p1603,0
p4157,p2158,0
p2513,p2210,0
p3894,p2528,0
p0448,p4077,0
p3940,p0194,0
p0480,p1755,0
p3123,p0658,0
p1446,p0304,0
p1729,p2184,0
p3955,p0110,0
p0646,p0331,0
p4043,p3711,0
p3705,p1728,0
p1391,p1609,0
p3969,p3492,0
p1206,p1732,0
p1126,p2740,0
p1399,p0180,0
p2255,p1197,0
p1374,p1611,0
p3451,p3648,0
p1246,p0696,0
p4048,p0946,0
p0201,p0507,0
p3764,p2079,0
p2131,p0665,0
p0549,p0527,0
p0643,p2967,0
p0804,p3455,0
p0024,p3724,0
p3696,p0644,0
p2785,p1655,0
p3352,p0475,0
p0449,p0017,0
p3658,p3304,0
p0701,p0812,0
p1111,p1499,0
p4309,p3236,0
p3939,p0905,0
p2818,p4252,0
p3658,p1738,0
p0185,p3856,0
p0952,p2602,0
p3695,p1541,0
p0648,p0967,0
p3089,p2613,0
p0201,p4280,0
p4260,p3655,0
p1924,p3852,0
p3476,p0418,0
p1058,p0308,0
p3348,p3769,0
p3448,p4305,0
p3627,p1599,0
p3944,p1787,0
p2501,p0235,0
p2475,p2576,0
p0020,p2105,0
p2011,p0877,0
p1151,p4302,0
p0685,p3858,0
p1142,p4199,0
p0139,p3037,0
p1723,p0577,0
p2214,p4184,0
p0080,p1419,0
p2876,p1700,0
p1199,p0786,0
p1763,p2946,0
p1232,p3676,0
p1432,p3430,0
p1937,p1101,0
p2339,p1649,0
p4122,p1481,0
p1487,p3676,0
p1725,p3497,0
p0549,p0238,0
p1592,p0762,0
p2901,p3387,0
p3586,p3095,0
p2612,p2804,0
p1708,p2561,0
p3636,p4195,0
p1937,p0100,0
p2565,p2775,0
p2729,p3281,0
p1787,p0425,0
p2022,p3329,0
p0771,p0184,0
p3628,p1485,0
p2167,p4011,0
p1579,p2343,0
p1836,p0608,0
p3467,p2953,0
p0251,p0863,0
p4149,p0575,0
p0709,p3500,0
p2825,p1891,0
p2993,p1937,0
p2473,p3034,0
p3035,p0922,0
p1935,p0217,0
p2586,p3791,0
p1548,p2422,0
p3018,p0832,0
p0998,p2663,0
p2523,p2206,0
p0690,p2413,0
p2052,p3704,0
p3590,p0138,0
p2344,p2683,0
p0889,p2422,0
p4175,p1921,0
p1757,p2183,0
p3111,p1775,0
p3730,p3514,0
p3940,p3091,0
p2022,p0734,0
p2179,p2514,0
p0838,p2400,0
p3806,p3134,0
p2334,p2779,0
p0675,p0880,0
p0127,p2814,0
p2236,p3853,0
p1110,p0375,0
p2505,p2805,0
p1763,p0293,0
p3243,p0995,0
p0451,p4323,0
p1652,p0991,0
p0500,p3365,0
p1029,p1941,0
p1073,p0194,0
p3583,p1249,0
p3813,p1743,0
p0993,p1502,1
p3645,p4064,0
p0576,p1155,0
p0013,p3742,0
p2373,p3500,0
p1734,p0451,0
p4216,p2684,0
p2488,p0491,0
p3939,p3793,0
p4054,p1377,0
p2278,p0664,0
p1792,p3752,0
p2494,p1013,0
p1385,p2508,0
p1579,p4148,0
p2464,p4087,0
p2221,p1794,0
p2768,p1741,0
p2236,p3027,0
p0770,p4177,0
p1174,p3026,0
p0613,p2843,0
p3731,p3480,0
p3939,p4171,0
p1561,p3954,0
p2546,p1903,0
p2126,p2879,0
p0500,p3185,0
p2687,p3496,0
p1924,p0284,0
p2505,p1997,0
p2013,p1397,0
p3515,p3147,0
p1879,p3230,0
p1050,p1058,0
p0090,p0763,0
p2167,p2861,0
p3103,p0029,0
p2458,p3142,0
p1832,p2422,0
p2131,p1335,0
p2834,p1758,0
p1781,p3408,0
p3581,p4274,0
p1876,p1109,0
p3527,p3652,0
p3776,p3801,0
p2755,p2820,0
p3821,p0562,0
p0389,p3362,0
p4090,p1526,0
p3348,p0395,0
p2304,p1756,0
p3586,p1520,0
p2191,p2198,0
p0319,p3380,0
p2219,p0942,0
p3560,p2743,0
p4018,p1018,0
p2412,p3185,0
p2677,p3620,0
p3705,p0482,0
p0613,p4216,0
p0675,p2206,0
p4054,p1934,0
p3451,p0304,0
p3883,p3538,0
p1787,p0040,0
p2979,p4042,0
p0013,p4310,0
p0657,p0349,0
p3154,p2164,0
p2610,p1222,0
p0961,p1205,0
p0270,p1992,0
p0427,p4160,0
p3719,p0101,0
p0271,p2886,0
p1542,p3240,0
p3328,p2060,0
p1339,p0428,0
p1935,p2290,0
p0088,p1340,0
p0229,p2124,0
p1032,p3091,0
p0661,p2116,0
p1245,p4255,0
p3695,p2404,0
p3256,p0973,0
p3205,p1940,0
p1110,p0175,0
p4076,p0570,0
p1558,p1668,0
p0655,p0188,0
p2159,p0353,0
p1432,p3716,0
p2818,p1461,0
p1267,p1919,0
p0211,p0679,0
p3818,p2296,0
p0350,p0920,0
p2673,p0140,0
p1232,p0721,0
p2246,p0975,0
p1531,p0416,0
p3089,p3280,0
p3640,p1265,0
p0258,p2209,0
p2707,p1777,0
p2425,p0429,0
p3939,p3957,0
p3123,p0268,0
p3200,p3234,0
p0585,p4113,0
p0779,p1164,0
p1451,p4214,0
p3731,p3484,0
p1829,p0816,0
p3067,p3759,0
p3088,p2916,0
p1416,p1191,0
p2091,p3118,0
p2490,p2400,0
p3348,p1984,0
p4204,p2626,0
p0387,p2360,0
p0203,p1016,0
p4118,p3783,0
p3705,p3657,0
p0384,p0240,0
p2525,p0680,0
p1549,p1282,0
p0657,p3932,0
p3197,p2142,0
p2996,p2517,0
p1832,p2191,0
p0082,p1063,0
p1367,p1091,0
p1516,p3450,0
p3154,p3997,0
p2996,p1089,1
p4285,p2819,0
p2047,p0186,0
p0701,p0041,0
p2008,p2393,0
p1416,p3139,0
p0897,p3722,0
p2816,p3791,0
p3698,p2911,0
p3080,p1161,0
p1557,p3464,0
p2863,p0840,0
p4118,p0765,0
p0127,p0063,0
p0282,p3978,0
p3772,p2146,1
p2853,p1017,0
p0500,p2169,0
p2853,p3905,0
p3552,p3986,0
p0382,p2970,0
p0521,p1831,0
p2370,p0272,0
p3004,p1276,0
p0585,p1202,0
p3837,p1485,0
p3148,p1333,0
p3560,p0488,0
p1839,p4335,0
p2645,p2051,0
p0296,p0208,0
p1781,p1067,0
p4280,p4102,0
p2617,p2730,0
p3628,p0081,0
p2664,p4036,0
p4226,p3325,0
p0724,p2675,0
p4060,p4011,0
p4025,p1815,0
p1449,p2606,0
p4118,p0195,0
p3698,p0556,0
p0221,p0530,0
p0500,p4247,0
p4043,p0083,0
p4013,p2082,0
p3419,p0623,0
p2786,p3020,0
p4232,p3837,0
p4175,p2065,0
p2996,p1222,0
p2586,p2481,0
p3123,p3779,0
p0549,p3330,0
p4323,p2406,0
p1708,p3209,0
p1786,p0768,0
p2501,p3975,0
p0980,p1169,0
p1744,p2576,0
p1531,p4353,0
p0193,p0174,0
p3586,p3394,0
p1677,p2780,0
p3656,p3895,0
p2255,p4092,0
p0657,p1251,0
p1592,p1084,0
p0972,p3285,0
p2929,p1109,0
p2660,p0303,0
p2673,p2884,0
p4193,p3954,0
p0757,p3017,0
p0082,p2968,0
p2135,p1863,0
p3590,p2536,0
p0193,p2249,0
p2500,p1809,0
p3375,p0098,0
p3269,p1275,1
p4043,p2041,0
p1937,p0730,0
p0585,p1487,0
p4140,p3238,0
p1549,p3194,0
p0139,p4102,0
p1781,p1955,0
p4122,p3981,0
p3627,p3582,0
p0487,p4320,0
p0685,p1383,0
p2197,p1313,0
p2311,p3642,0
p2344,p3241,0
p3205,p0261,0
p1516,p2046,0
p2928,p0721,0
p1836,p2204,0
p0779,p3951,0
p3719,p1247,0
p2525,p4350,0
p3707,p0732,0
p0724,p3499,0
p0607,p1793,0
p2560,p2761,0
p0408,p2960,0
p2383,p3993,0
p1142,p0418,0
p3509,p2700,0
p0980,p2289,0
p1497,p2957,0
p0690,p0946,0
p0345,p2537,0
p0771,p0047,0
p1937,p3502,0
p4149,p2430,0
p0646,p2231,0
p0770,p2893,0
p0319,p4028,0
p0127,p4078,0
p0752,p2203,0
p0076,p3432,0
p0585,p3387,0
p0472,p0544,0
p3174,p1040,0
p2113,p4164,0
p0139,p3465,0
p0770,p3305,0
p0666,p3803,0
p1060,p3897,0
p2131,p3271,0
p0777,p2334,0
p0500,p3448,0
p3205,p3528,0
p1826,p3901,0
p3463,p0833,0
p0006,p0367,0
p1166,p0634,0
p2716,p0519,0
p2311,p2115,0
p1692,p1963,0
p2091,p1967,0
p1367,p0066,0
p3178,p1405,0
p1272,p4335,0
p2876,p2499,0
p3817,p1005,0
p1549,p1263,0
p1420,p0711,0
p1549,p1004,0
p3169,p1476,0
p0258,p0885,0
p3698,p0315,1
p3689,p3775,0
p2940,p2410,0
p1303,p2862,0
p3216,p0045,0
p3552,p3085,0
p3215,p3596,0
p2087,p0951,0
p3805,p0397,0
p1995,p3500,0
p2047,p2752,0
p2397,p2525,0
p2492,p0078,0
p0485,p2772,0
p3088,p4085,0
p3916,p4170,0
p2047,p4053,0
p3448,p3054,0
p3304,p3564,0
p3131,p0394,0
p1759,p3335,0
p2853,p0350,0
p3339,p4206,0
p0949,p1150,0
p2255,p2856,0
p4226,p0042,0
p1627,p1291,0
p2071,p4314,0
p1723,p1326,0
p4048,p1200,0
p4232,p2953,0
p2482,p0018,0
p2673,p4206,0
p1151,p0868,0
p3260,p4136,0
p3731,p4304,0
p2361,p3062,0
p1702,p4303,0
p3454,p2389,0
p4216,p4231,0
p2344,p0754,0
p2084,p1021,0
p0987,p3809,0
p3120,p3851,0
p0804,p0166,0
p2645,p3449,0
p1120,p4156,0
p3894,p4288,0
p3376,p3905,0
p2071,p1972,0
p1479,p4233,0
p1371,p2605,0
p0563,p0663,0
p1650,p0161,0
p1468,p0584,0
p4120,p2539,0
p4193,p4301,0
p2319,p4292,0
p4234,p1477,0
p0201,p3585,0
p2409,p2497,0
p3073,p1702,0
p3531,p1780,0
p0472,p2020,0
p3178,p4250,0
p0843,p2266,0
p2131,p3470,0
p1469,p0140,0
p2256,p3361,0
p2523,p3008,0
p0350,p1102,0
p3201,p1522,0
p2015,p0277,0
p1367,p4339,0
p2330,p3510,0
p2571,p3905,0
p0006,p1963,0
p3308,p0444,0
p2996,p3602,0
p2397,p3702,0
p2834,p3247,0
p4093,p2611,0
p2729,p3547,0
p2171,p0547,0
p1232,p3901,0
p2610,p2509,0
p3940,p2540,0
p0546,p3291,0
p0826,p2729,0
p3400,p1510,0
p0090,p0894,0
p0878,p0199,0
p2340,p3994,0
p1062,p1645,0
p1745,p2877,0
p2939,p0824,0
p4088,p1074,0
p1579,p4332,0
p3413,p1400,0
p3955,p3893,0
p3705,p1855,0
p0864,p0691,0
p0082,p0258,0
p2825,p3754,0
p4093,p0513,0
p0067,p3811,0
p0334,p0099,0
p4136,p4083,0
p1010,p1172,0
p4275,p2561,0
p2197,p4134,0
p2832,p1005,0
p2380,p2903,0
p1839,p3949,0
p0384,p0692,0
p2197,p2517,0
p0628,p0368,0
p1154,p3661,0
p2330,p1678,0
p3753,p2891,0
p1272,p4259,0
p1652,p0019,0
p0878,p0870,0
p4213,p2392,0
p3309,p1203,0
p2245,p3613,0
p4208,p1228,0
p1557,p2510,0
p0253,p3377,0
p3200,p0922,0
p0675,p2383,0
p3672,p4058,0
p0717,p2630,0
p3346,p1326,0
p1487,p0756,0
p3362,p1282,0
p4054,p0714,0
p1267,p0169,0
p2707,p1119,0
p1966,p0035,0
p2125,p3093,0
p3174,p3791,0
p0408,p4224,0
p0113,p4132,0
p0657,p0239,0
p3278,p2199,0
p1073,p4352,0
p1677,p2136,0
p3764,p3934,0
p2362,p4237,0
p2587,p1853,0
p1894,p2360,0
p0770,p1813,0
p3858,p3136,0
p1482,p1754,0
p4208,p2217,0
p2357,p2811,0
p2546,p1285,0
p0760,p1040,0
p0809,p3752,0
p1030,p0380,0
p2456,p2991,0
p1240,p2359,0
p2047,p2837,0
p3527,p1833,0
p0942,p0205,0
p4136,p1332,0
p2008,p0197,0
p2237,p0662,0
p0282,p3937,0
p3442,p1124,0
p0139,p2107,0
p2373,p0156,0
p0999,p3729,0
p1159,p3183,0
p2580,p2193,0
p1745,p3455,0
p0128,p4242,0
p2143,p0727,0
p0722,p0965,0
p3672,p1275,0
p1375,p1697,0
p3437,p4104,0
p3187,p1943,0
p3914,p4173,0
p0270,p0578,0
p3374,p1742,0
p0963,p0368,0
p1542,p1719,0
p2748,p0584,0
p1532,p0069,0
p1996,p3440,0
p0077,p2193,0
p0782,p1012,0
p0690,p2090,0
p2513,p0196,0
p0334,p2564,0
p3705,p0722,0
p3067,p3840,0
p0838,p1920,0
p0892,p1348,0
p0952,p2893,0
p0733,p2390,0
p3531,p1928,0
p1614,p0683,0
p1682,p2277,0
p0437,p2278,0
p0647,p1970,0
p1879,p2932,0
p2863,p4164,0
p0310,p2510,0
p0679,p3259,0
p1058,p1693,0
p0176,p2979,0
p1734,p0290,0
p0090,p1768,0
p0719,p3287,0
p0229,p1553,0
p1121,p3008,0
p0162,p0167,0
p0043,p2266,0
p2425,p3303,0
p1062,p2875,0
p2311,p0808,0
p0594,p1454,0
p3463,p3844,0
p3889,p3911,0
p2612,p3063,0
p2492,p2026,0
p1531,p1341,0
p0181,p3796,0
p0701,p2701,0
p0193,p3964,0
p3946,p3594,0
p0784,p1230,0
p2483,p3193,0
p3111,p0695,0
p2876,p2736,0
p2749,p1278,0
p3678,p0566,0
p0427,p3199,0
p3581,p1163,0
p3695,p0434,0
p3940,p1566,0
p3525,p4189,0
p4273,p4176,0
p1121,p2959,0
p3821,p2873,0
p2492,p3554,0
p0211,p0373,0
p0947,p3950,0
p1816,p0593,0
p0944,p4042,0
p2902,p3069,0
p2832,p1094,0
p0778,p3875,0
p3955,p3924,0
p1996,p2358,0
p2716,p0443,0
p1549,p2420,0
p2475,p2614,0
p1810,p0817,0
p1232,p0099,0
p2370,p1663,0
p1729,p3037,0
p3668,p2890,0
p1245,p3514,0
p2219,p1758,0
p2344,p4203,0
p1805,p1991,0
p2879,p4033,0
p3256,p1207,0
p2473,p2897,0
p1805,p2200,0
p2825,p2337,0
p0988,p2838,0
p1996,p0959,0
p2664,p1148,0
p3707,p4346,0
p3320,p0052,0
p0864,p3475,0
p3968,p1244,0
p1423,p0039,0
p4029,p4028,0
p3339,p2632,0
p0593,p3138,0
p4260,p2810,0
p0348,p0524,0
p2159,p1981,0
p1232,p1281,0
p0462,p0753,0
p4013,p0296,0
p0647,p1179,0
p1469,p2682,0
p0523,p2868,0
p3073,p1537,0
p0523,p2402,0
p1275,p3172,0
p3129,p4020,0
p0253,p0641,0
p3328,p3678,0
p0619,p4230,0
p1701,p1128,0
p2356,p3548,0
p3400,p0812,0
p3088,p1622,0
p1110,p0516,0
p1146,p1210,0
p1288,p0970,0
p1789,p2592,0
p4188,p2692,0
p2483,p0784,0
p2437,p1932,0
p4166,p2383,0
p3376,p1180,0
p3808,p2554,0
p2171,p1598,0
p2568,p3145,0
p0810,p0830,0
p2571,p3495,0
p3448,p1928,0
p1166,p3507,0
p3689,p0302,0
p1170,p1387,0
p0597,p3249,0
p2557,p1058,0
p2113,p3428,0
p0804,p1111,0
p1154,p0095,1
p3349,p2122,0
p0387,p3959,0
p0085,p0570,0
p2494,p3219,0
p0670,p1127,0
p2483,p0156,0
p4333,p1015,0
p2380,p1140,0
p3707,p3827,0
p1516,p1929,0
p1497,p2105,0
p1451,p0516,0
p3689,p1890,0
p1757,p1219,0
p1796,p2030,0
p3689,p0012,0
p1206,p0425,0
p0670,p2299,0
p0334,p1254,0
p0253,p3047,0
p3092,p2763,0
p3304,p2202,0
p2179,p2627,0
p2353,p3810,0
p2901,p1636,0
p4060,p2104,0
p0690,p0565,0
p1694,p1699,0
p3627,p2102,0
p2673,p1530,0
p2380,p1041,0
p0947,p1161,0
p0993,p1429,0
p0576,p2692,0
p0247,p1048,0
p2170,p0501,0
p0319,p4133,0
p1174,p2554,0
p3021,p0805,0
p3821,p3074,0
p3804,p3989,0
p0810,p2632,0
p2167,p3733,0
p0176,p0644,0
p1708,p3279,0
p2330,p3272,0
p2863,p2549,0
p2339,p0584,0
p3349,p1281,0
p3326,p0938,0
p0679,p3835,0
p1836,p4169,0
p4188,p1376,0
p0006,p0974,0
p3731,p3991,0
p1189,p3703,0
p0646,p0937,0
p0843,p3106,0
p2246,p0115,0
p0597,p1554,0
p1416,p2485,1
p2276,p1525,0
p2836,p3486,0
p4273,p2087,0
p0402,p1260,0
p0360,p4087,0
p0998,p3854,0
p3073,p3026,0
p1741,p3723,0
p3243,p2324,0
p2084,p3941,0
p0929,p2438,0
p2373,p1317,0
p3678,p0015,0
p3734,p1545,0
p3201,p3163,0
p0782,p1699,0
p3197,p1847,0
p4280,p0430,0
p2361,p2672,0
p0549,p3226,0
p0952,p4183,0
p2214,p0694,0
p1988,p3049,0
p3308,p1167,0
p1614,p1347,0
p2902,p0143,0
p0838,p4084,0
p3120,p0847,0
p1236,p3541,0
p2128,p0869,0
p0626,p1006,0
p1627,p2441,0
p1030,p2063,0
p2834,p2577,0
p3889,p1147,0
p3805,p0183,0
p0214,p3827,0
p2047,p2799,0
p2031,p1641,0
p4025,p1758,0
p1960,p3580,0
p2483,p2514,0
p0176,p0001,0
p0135,p4317,0
p2245,p2300,0
p0675,p1499,0
p3326,p2257,0
p3282,p0591,0
p0359,p2114,0
p2586,p4341,0
p3362,p1854,0
p0571,p2429,0
p0201,p2914,0
p3159,p2841,0
p0111,p2189,0
p0946,p3354,0
p3205,p3119,0
p3002,p4093,0
p4309,p0236,0
p0350,p1022,0
p1451,p1094,0
p1548,p3976,0
p3277,p3551,0
p1469,p3569,0
p0726,p1226,0
p0581,p3232,0
p3378,p2041,0
p3668,p0886,0
p1557,p3367,0
p2248,p0268,0
p1010,p2281,0
p2219,p0068,0
p2436,p0677,0
p4322,p0473,0
p0326,p3825,0
p3764,p3666,0
p0031,p0786,0
p3527,p0494,0
p2610,p1080,0
p0675,p4262,0
p2256,p1556,0
p2179,p0532,0
p2425,p2362,0
p3067,p4224,0
p2047,p1169,0
p0258,p1430,0
p0809,p2262,0
p1734,p0398,0
p0127,p1114,0
p0674,p1688,0
p0539,p3552,0
p2170,p1941,0
p0949,p2462,0
p4093,p2742,0
p2863,p0672,0
p2268,p2203,0
p1988,p3876,0
p2065,p0195,0
p2749,p2267,0
p1446,p4345,0
p0990,p2026,0
p0451,p1980,0
p0050,p3280,0
p0980,p2808,0
p2233,p4051,0
p3656,p3198,0
p0632,p0116,0
p0090,p3019,0
p1416,p2852,0
p3282,p1922,0
p0384,p1785,0
p3064,p2395,0
p0229,p3613,0
p2170,p2933,0
p2167,p1184,0
p2915,p1322,0
p3609,p4238,0
p3734,p3031,0
p0942,p2751,0
p0810,p3686,0
p0661,p3424,0
p2473,p4307,0
p0770,p3164,0
p3454,p4176,0
p2560,p4274,0
p1197,p1662,0
p2515,p0405,0
p0319,p2024,0
p2568,p3972,0
p2557,p3409,0
p2557,p1445,0
p2047,p3475,0
p4333,p3098,0
p2915,p0693,0
p3268,p2398,0
p4088,p0482,0
p1671,p0740,0
p0804,p1128,0
p0576,p4094,0
p2660,p3416,0
p1948,p0458,0
p3695,p1807,0
p0719,p1329,0
p4157,p1328,0
p3096,p1720,0
p4076,p2042,0
p4232,p4159,0
p2397,p2763,0
p0647,p0376,0
p0077,p2433,0
p1694,p0825,0
p3418,p3796,0
p0326,p0211,0
p2356,p0378,0
p0889,p1013,0
p2832,p1074,0
p2784,p2072,0
p1549,p1727,0
p2322,p4096,0
p3920,p3075,0
p1792,p3676,0
p2500,p2101,0
p3159,p2247,0
p1606,p2528,0
p0831,p0338,0
p2488,p2520,0
p0281,p0910,0
p0770,p3083,0
p3672,p0106,0
p2915,p0683,0
p2143,p1718,0
p0382,p3569,0
p2825,p3572,0
p2515,p4029,0
p1970,p4020,0
p3004,p0585,0
p4130,p1628,0
p4002,p3212,0
p0782,p3537,0
p1420,p2044,0
p3894,p3676,0
p2339,p0308,0
p3419,p4068,0
p1798,p0095,0
p2580,p0235,0
p3525,p2611,0
p1486,p0255,0
p3921,p2161,0
p0626,p3614,0
p2748,p0224,0
p3478,p2650,0
p2339,p3913,0
p2167,p0938,0
p1062,p1774,0
p1607,p2576,0
p2173,p0818,0
p4226,p3253,0
p1922,p4351,0
p3201,p1709,0
p1399,p3865,0
p4093,p2294,0
p2500,p3935,0
p2322,p3209,0
p0521,p0616,0
p2542,p1730,0
p0674,p1335,0
p2322,p2674,0
p1468,p2407,0
p0244,p4104,0
p2353,p1721,0
p4266,p3310,1
p0594,p3750,0
p0251,p0584,0
p2059,p1544,0
p2759,p1594,0
p2233,p3446,0
p3731,p2663,0
p2221,p3781,0
p2681,p1695,0
p1682,p3335,0
p2513,p0665,0
p0779,p2896,0
p2948,p3840,0
p1367,p3272,0
p0973,p1160,0
p0510,p0790,0
p3103,p1922,0
p3016,p0713,0
p3809,p3610,0
p1952,p1284,0
p2494,p1499,1
p3658,p0614,0
p1181,p4095,0
p1241,p3082,0
p2759,p2317,0
p3776,p1670,0
p1558,p1588,0
p1142,p1334,0
p2926,p4318,0
p1874,p3182,0
p0523,p1178,0
p0949,p2408,0
p1416,p1528,0
p2755,p2647,0
p0309,p0920,0
p2557,p3299,0
p0247,p2026,0
p4285,p3087,0
p2412,p0568,0
p1190,p1942,0
p1174,p1999,0
p4119,p2923,0
p1142,p3554,0
p2501,p2651,0
p2100,p2678,0
p3287,p2435,0
p3524,p4274,0
p0709,p2000,0
p1446,p1331,0
p0024,p3193,0
p0947,p3174,0
p0348,p1767,0
p0998,p3449,0
p3555,p1934,0
p2059,p1766,0
p2940,p1868,0
p1253,p2075,0
p0162,p2636,0
p1240,p3744,0
p3201,p2420,0
p1532,p2692,0
p2848,p2694,0
p0382,p0126,0
p4185,p1343,0
p1763,p4217,0
p4188,p2036,0
p0674,p0970,0
p0782,p1521,0
p2598,p3077,0
p1255,p0578,0
p3346,p3365,0
p1321,p0694,0
p2492,p3702,0
p0646,p2151,0
p2948,p3497,0
p4285,p2935,0
p1792,p4318,0
p4118,p1563,0
p2425,p1887,0
p1621,p0659,0
p0485,p2590,0
p2361,p1552,0
p1030,p4089,0
p2954,p1218,0
p2928,p2252,0
p3103,p2503,0
p0190,p0505,0
p1479,p1312,0
p1966,p2737,0
p1796,p0398,0
p1787,p1931,0
p0067,p3777,0
p3348,p2956,0
p3021,p0871,0
p0472,p3463,0
p0387,p3688,0
p0216,p0053,0
p0085,p2301,0
p0626,p2057,0
p3148,p1072,0
p1701,p2671,0
p0193,p2435,0
p1764,p3286,0
p2170,p1047,0
p3451,p0215,0
p2565,p1023,0
p2557,p2398,0
p1217,p3898,0
p2022,p2081,0
p2276,p2413,0
p0998,p3845,0
p3850,p3475,0
p0136,p0330,0
p2568,p2133,0
p2601,p2731,0
p2256,p4271,0
p0733,p4209,0
p2769,p3801,0
p4103,p1757,1
p3015,p1524,0
p0613,p1806,0
p2954,p3382,0
p2749,p2007,0
p1212,p2178,0
p0563,p0568,0
p1988,p0871,0
p1236,p1442,0
p0661,p2647,0
p0999,p0474,0
p1338,p1021,0
p0709,p0774,0
p1267,p4313,0
p2832,p1766,0
p2827,p1733,0
p3216,p0331,0
p0943,p4223,0
p1606,p0773,0
p0755,p4160,0
p0334,p0009,0
p2830,p1060,0
p3111,p2693,0
p2017,p0294,0
p3442,p4253,0
p1253,p1711,0
p3103,p1753,0
p0487,p2797,0
p1375,p2230,0
p1671,p3114,0
p3120,p0850,0
p2525,p3272,0
p1922,p4005,0
